booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km
128,2024-01-02,18:20:00,Bengaluru,Residential,Hospital,Auto,21.46,402.65,4.64,4.32,Cash,15.87,Completed,0,0,,,2024-01-02 18:20:00,0,1,18,1,0,1,18.762814538676604
129,2024-01-02,18:40:00,Mumbai,Market,University,Prime Sedan,6.2,202.12,4.31,4.34,Wallet,10.1,Completed,0,0,,,2024-01-02 18:40:00,0,1,18,1,0,1,32.6
130,2024-01-02,19:00:00,Chennai,Hospital,Railway Station,Auto,10.1,282.95,4.64,4.02,Wallet,4.98,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-02 19:00:00,1,0,19,1,0,1,28.014851485148515
131,2024-01-02,19:20:00,Hyderabad,University,Tech Park,Mini,6.76,174.2,3.96,3.68,Cash,14.57,Cancelled,0,1,Customer changed plans,Driver asked to cancel,2024-01-02 19:20:00,1,0,19,1,0,1,25.76923076923077
132,2024-01-02,19:40:00,Mumbai,Market,Mall,Prime Sedan,6.24,170.7,4.18,4.34,Card,2.56,Completed,0,0,,,2024-01-02 19:40:00,0,1,19,1,0,1,27.355769230769226
133,2024-01-02,20:00:00,Chennai,Mall,Railway Station,Auto,8.81,231.83,4.82,4.0,Wallet,2.99,Cancelled,1,0,Driver not moving,Customer changed plans,2024-01-02 20:00:00,1,0,20,1,0,1,26.314415437003404
134,2024-01-02,20:20:00,Hyderabad,Railway Station,Airport,Auto,10.35,222.27,4.45,4.32,Cash,3.61,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-02 20:20:00,1,0,20,1,0,1,21.47536231884058
135,2024-01-02,20:40:00,Hyderabad,Airport,Tech Park,Mini,8.35,186.1,4.87,3.34,Wallet,6.09,Cancelled,0,0,High fare,Driver not moving,2024-01-02 20:40:00,1,0,20,1,0,1,22.2874251497006
136,2024-01-02,21:00:00,Hyderabad,Airport,Railway Station,Prime Sedan,7.76,196.94,4.13,4.3,Card,6.77,Cancelled,1,0,High fare,Long wait time,2024-01-02 21:00:00,1,0,21,1,0,1,25.378865979381445
137,2024-01-02,21:20:00,Hyderabad,Mall,Railway Station,Auto,4.18,134.97,5.0,4.22,Card,4.73,Cancelled,1,1,Driver not moving,Customer changed plans,2024-01-02 21:20:00,1,0,21,1,0,1,32.28947368421053
138,2024-01-02,21:40:00,Bengaluru,Airport,Mall,Prime Sedan,6.95,193.35,5.0,4.28,Card,4.91,Completed,0,0,,,2024-01-02 21:40:00,0,1,21,1,0,1,27.820143884892087
139,2024-01-02,22:00:00,Delhi,Tech Park,University,Auto,19.79,381.43,4.61,4.36,Card,7.01,Cancelled,0,1,Customer changed plans,High fare,2024-01-02 22:00:00,1,0,22,1,0,0,19.273875694795354
140,2024-01-02,22:20:00,Delhi,Airport,Market,Auto,4.02,130.66,4.4,4.47,Wallet,2.56,Completed,0,0,,,2024-01-02 22:20:00,0,1,22,1,0,0,32.50248756218906
141,2024-01-02,22:40:00,Pune,University,Mall,Auto,8.99,211.94,4.5,4.5,Wallet,8.3,Cancelled,0,0,Long wait time,High fare,2024-01-02 22:40:00,1,0,22,1,0,0,23.57508342602892
142,2024-01-02,23:00:00,Pune,Market,Market,SUV,16.05,326.25,4.72,4.17,UPI,1.0,Completed,0,0,,,2024-01-02 23:00:00,0,1,23,1,0,0,20.327102803738317
143,2024-01-02,23:20:00,Mumbai,Airport,Tech Park,Bike,10.41,179.77,4.44,4.67,Cash,5.5,Completed,0,0,,,2024-01-02 23:20:00,0,1,23,1,0,0,17.26897214217099
144,2024-01-02,23:40:00,Delhi,Railway Station,University,Prime Sedan,13.77,203.77,4.23,4.21,Card,3.58,Cancelled,1,1,Driver asked to cancel,Customer changed plans,2024-01-02 23:40:00,1,0,23,1,0,0,14.798111837327525
145,2024-01-03,00:00:00,Mumbai,Tech Park,Airport,Mini,2.89,90.44,3.99,3.64,Cash,18.39,Completed,0,0,,,2024-01-03 00:00:00,0,1,0,2,0,0,31.294117647058822
146,2024-01-03,00:20:00,Hyderabad,Mall,Mall,Prime Sedan,9.0,217.01,3.59,4.57,Wallet,4.45,Cancelled,1,0,Driver not moving,Customer changed plans,2024-01-03 00:20:00,1,0,0,2,0,0,24.112222222222222
147,2024-01-03,00:40:00,Delhi,Airport,Tech Park,SUV,5.98,179.16,4.25,4.16,Wallet,6.11,Cancelled,1,0,Customer changed plans,Driver not moving,2024-01-03 00:40:00,1,0,0,2,0,0,29.959866220735783
148,2024-01-03,01:00:00,Mumbai,Residential,Tech Park,SUV,6.17,154.62,3.63,4.08,UPI,4.62,Cancelled,1,0,Long wait time,Customer changed plans,2024-01-03 01:00:00,1,0,1,2,0,0,25.059967585089144
149,2024-01-03,01:20:00,Pune,Hospital,Hospital,Bike,18.74,451.25,4.3,4.91,Wallet,2.17,Completed,0,0,,,2024-01-03 01:20:00,0,1,1,2,0,0,24.079509071504805
150,2024-01-03,01:40:00,Pune,Market,Railway Station,Mini,6.25,134.62,4.9,4.15,UPI,2.09,Completed,0,0,,,2024-01-03 01:40:00,0,1,1,2,0,0,21.5392
151,2024-01-03,02:00:00,Pune,Mall,Airport,Auto,9.2,207.13,4.33,4.38,Wallet,1.76,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-01-03 02:00:00,1,0,2,2,0,0,22.51413043478261
152,2024-01-03,02:20:00,Bengaluru,Mall,Mall,SUV,1.39,62.62,4.02,4.72,UPI,5.44,Completed,0,0,,,2024-01-03 02:20:00,0,1,2,2,0,0,45.05035971223022
153,2024-01-03,02:40:00,Pune,Tech Park,Tech Park,Prime Sedan,21.44,370.63,4.17,4.01,Cash,4.31,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-01-03 02:40:00,1,0,2,2,0,0,17.28684701492537
154,2024-01-03,03:00:00,Bengaluru,Railway Station,Mall,Auto,13.25,318.2,4.06,4.58,UPI,1.12,Cancelled,0,1,High fare,High fare,2024-01-03 03:00:00,1,0,3,2,0,0,24.015094339622642
155,2024-01-03,03:20:00,Mumbai,Railway Station,University,Bike,7.14,155.6,4.95,4.33,UPI,16.8,Cancelled,0,0,Driver asked to cancel,Customer changed plans,2024-01-03 03:20:00,1,0,3,2,0,0,21.792717086834735
156,2024-01-03,03:40:00,Pune,University,Mall,Bike,5.78,128.9,4.12,4.84,Wallet,8.83,Completed,0,0,,,2024-01-03 03:40:00,0,1,3,2,0,0,22.301038062283737
157,2024-01-03,04:00:00,Delhi,Residential,Hospital,Mini,11.12,200.34,3.72,4.0,UPI,6.2,Completed,0,0,,,2024-01-03 04:00:00,0,1,4,2,0,0,18.016187050359715
158,2024-01-03,04:20:00,Mumbai,Residential,University,Auto,15.93,355.75,5.0,3.96,Cash,1.0,Cancelled,0,1,Driver asked to cancel,Driver not moving,2024-01-03 04:20:00,1,0,4,2,0,0,22.33207784055242
159,2024-01-03,04:40:00,Delhi,Hospital,Railway Station,Prime Sedan,21.63,456.95,4.28,4.38,Wallet,7.37,Completed,0,0,,,2024-01-03 04:40:00,0,1,4,2,0,0,21.125751271382338
160,2024-01-03,05:00:00,Pune,University,Mall,Auto,12.97,266.0,4.04,3.81,UPI,5.95,Cancelled,0,0,Long wait time,Customer changed plans,2024-01-03 05:00:00,1,0,5,2,0,0,20.508866615265998
161,2024-01-03,05:20:00,Bengaluru,Tech Park,Residential,Prime Sedan,7.84,179.24,4.35,4.81,Wallet,10.11,Cancelled,1,0,Customer changed plans,Driver asked to cancel,2024-01-03 05:20:00,1,0,5,2,0,0,22.862244897959187
162,2024-01-03,05:40:00,Chennai,Hospital,Hospital,SUV,14.29,226.06,4.27,4.12,Card,3.04,Cancelled,1,0,Driver not moving,Driver not moving,2024-01-03 05:40:00,1,0,5,2,0,0,15.819454163750876
163,2024-01-03,06:00:00,Delhi,Railway Station,Railway Station,Auto,12.61,230.28,4.51,5.0,Cash,3.77,Cancelled,1,0,Driver not moving,Long wait time,2024-01-03 06:00:00,1,0,6,2,0,0,18.26169706582078
164,2024-01-03,06:20:00,Pune,Market,Residential,Prime Sedan,7.86,196.93,4.29,3.8,Card,6.64,Cancelled,1,1,Customer changed plans,Long wait time,2024-01-03 06:20:00,1,0,6,2,0,0,25.05470737913486
165,2024-01-03,06:40:00,Pune,Tech Park,Residential,Mini,12.37,261.41,3.6,4.72,Card,3.65,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-01-03 06:40:00,1,0,6,2,0,0,21.132578819725143
166,2024-01-03,07:00:00,Delhi,University,Tech Park,Prime Sedan,12.21,256.79,4.29,4.14,Cash,7.3,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-01-03 07:00:00,1,0,7,2,0,0,21.03112203112203
167,2024-01-03,07:20:00,Pune,Tech Park,Market,Auto,7.11,179.75,4.66,3.98,Cash,2.11,Completed,0,0,,,2024-01-03 07:20:00,0,1,7,2,0,0,25.281293952180025
168,2024-01-03,07:40:00,Chennai,Airport,Airport,Prime Sedan,4.98,123.28,4.16,4.45,Wallet,5.12,Completed,0,0,,,2024-01-03 07:40:00,0,1,7,2,0,0,24.755020080321284
169,2024-01-03,08:00:00,Hyderabad,Mall,Hospital,Prime Sedan,11.52,331.15,4.6,4.31,UPI,3.08,Cancelled,1,1,High fare,Driver not moving,2024-01-03 08:00:00,1,0,8,2,0,1,28.74565972222222
170,2024-01-03,08:20:00,Delhi,Airport,University,Auto,3.18,115.53,4.68,4.5,Cash,9.76,Cancelled,1,0,Driver not moving,Driver asked to cancel,2024-01-03 08:20:00,1,0,8,2,0,1,36.33018867924528
171,2024-01-03,08:40:00,Delhi,Railway Station,Railway Station,SUV,2.6,116.55,4.76,3.93,Card,19.54,Completed,0,0,,,2024-01-03 08:40:00,0,1,8,2,0,1,44.82692307692307
172,2024-01-03,09:00:00,Chennai,Railway Station,University,SUV,9.3,251.58,3.99,3.55,Wallet,16.43,Cancelled,0,1,Customer changed plans,Driver not moving,2024-01-03 09:00:00,1,0,9,2,0,1,27.051612903225806
173,2024-01-03,09:20:00,Hyderabad,Market,Residential,SUV,11.31,279.88,4.02,4.54,Cash,1.0,Cancelled,0,1,High fare,Driver not moving,2024-01-03 09:20:00,1,0,9,2,0,1,24.74624226348364
174,2024-01-03,09:40:00,Hyderabad,Airport,Railway Station,Bike,9.26,159.08,4.36,3.95,Cash,7.76,Cancelled,0,0,Customer changed plans,High fare,2024-01-03 09:40:00,1,0,9,2,0,1,17.1792656587473
175,2024-01-03,10:00:00,Bengaluru,University,Mall,Bike,9.96,272.47,3.72,4.27,UPI,3.04,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-01-03 10:00:00,1,0,10,2,0,1,27.356425702811244
176,2024-01-03,10:20:00,Hyderabad,Mall,Market,Prime Sedan,11.18,243.42,3.97,4.53,Cash,2.06,Cancelled,0,1,Driver not moving,Driver not moving,2024-01-03 10:20:00,1,0,10,2,0,1,21.772808586762075
177,2024-01-03,10:40:00,Chennai,Residential,Market,Auto,18.79,476.56,4.45,4.32,Wallet,7.61,Cancelled,0,0,Long wait time,Long wait time,2024-01-03 10:40:00,1,0,10,2,0,1,25.362426822778076
178,2024-01-03,11:00:00,Delhi,Tech Park,Airport,Auto,13.11,231.3,3.62,4.16,UPI,2.06,Completed,0,0,,,2024-01-03 11:00:00,0,1,11,2,0,0,17.643020594965677
179,2024-01-03,11:20:00,Hyderabad,Airport,Railway Station,Auto,12.86,290.05,3.72,4.0,Card,11.92,Cancelled,1,0,Long wait time,High fare,2024-01-03 11:20:00,1,0,11,2,0,0,22.55443234836703
180,2024-01-03,11:40:00,Bengaluru,Residential,Mall,Auto,8.81,180.12,4.53,4.74,Cash,7.73,Completed,0,0,,,2024-01-03 11:40:00,0,1,11,2,0,0,20.44494892167991
181,2024-01-03,12:00:00,Mumbai,Mall,Market,Bike,9.04,153.73,3.78,4.6,Cash,10.29,Completed,0,0,,,2024-01-03 12:00:00,0,1,12,2,0,0,17.00553097345133
182,2024-01-03,12:20:00,Pune,University,Airport,Prime Sedan,6.69,156.05,5.0,4.77,Card,6.65,Completed,0,0,,,2024-01-03 12:20:00,0,1,12,2,0,0,23.325859491778775
183,2024-01-03,12:40:00,Hyderabad,Hospital,University,Bike,9.76,229.09,3.99,3.75,Wallet,1.83,Cancelled,0,1,Driver asked to cancel,Customer changed plans,2024-01-03 12:40:00,1,0,12,2,0,0,23.47233606557377
184,2024-01-03,13:00:00,Bengaluru,Hospital,Tech Park,Mini,3.05,94.75,3.97,3.96,Cash,4.18,Completed,0,0,,,2024-01-03 13:00:00,0,1,13,2,0,0,31.065573770491806
185,2024-01-03,13:20:00,Hyderabad,Hospital,Mall,Mini,18.84,368.44,3.85,4.08,Wallet,13.37,Cancelled,1,1,Customer changed plans,Driver not moving,2024-01-03 13:20:00,1,0,13,2,0,0,19.556263269639064
186,2024-01-03,13:40:00,Bengaluru,Airport,Residential,Auto,3.81,113.59,4.34,4.4,UPI,4.98,Completed,0,0,,,2024-01-03 13:40:00,0,1,13,2,0,0,29.813648293963254
187,2024-01-03,14:00:00,Bengaluru,Railway Station,Mall,Bike,13.1,291.43,4.27,5.0,Wallet,4.71,Completed,0,0,,,2024-01-03 14:00:00,0,1,14,2,0,0,22.246564885496184
188,2024-01-03,14:20:00,Bengaluru,Railway Station,Tech Park,Prime Sedan,17.34,291.94,4.48,4.28,Card,14.37,Cancelled,1,0,Long wait time,Long wait time,2024-01-03 14:20:00,1,0,14,2,0,0,16.836216839677046
189,2024-01-03,14:40:00,Mumbai,Mall,Market,SUV,13.08,330.7,4.26,4.06,Card,6.49,Cancelled,1,1,Customer changed plans,Customer changed plans,2024-01-03 14:40:00,1,0,14,2,0,0,25.282874617737
190,2024-01-03,15:00:00,Mumbai,Residential,Market,Bike,28.78,478.2,4.67,4.36,UPI,12.42,Cancelled,1,0,High fare,Driver asked to cancel,2024-01-03 15:00:00,1,0,15,2,0,0,16.61570535093815
191,2024-01-03,15:20:00,Bengaluru,Tech Park,University,Auto,1.0,63.18,4.26,3.64,Wallet,5.04,Completed,0,0,,,2024-01-03 15:20:00,0,1,15,2,0,0,63.18
192,2024-01-03,15:40:00,Delhi,Railway Station,Market,Auto,5.23,155.87,4.21,3.3,Cash,2.5,Completed,0,0,,,2024-01-03 15:40:00,0,1,15,2,0,0,29.803059273422562
193,2024-01-03,16:00:00,Bengaluru,University,Tech Park,Auto,17.15,292.93,4.42,3.72,Card,1.0,Cancelled,0,1,Long wait time,Customer changed plans,2024-01-03 16:00:00,1,0,16,2,0,0,17.080466472303208
194,2024-01-03,16:20:00,Hyderabad,Airport,Mall,Mini,2.5,90.6,3.66,4.06,Cash,4.95,Cancelled,1,0,Driver asked to cancel,High fare,2024-01-03 16:20:00,1,0,16,2,0,0,36.239999999999995
195,2024-01-03,16:40:00,Delhi,Airport,Residential,SUV,3.91,103.94,3.95,4.44,Card,5.96,Completed,0,0,,,2024-01-03 16:40:00,0,1,16,2,0,0,26.583120204603578
196,2024-01-03,17:00:00,Delhi,Railway Station,Mall,Auto,10.71,191.57,4.94,4.75,UPI,11.62,Cancelled,0,1,High fare,High fare,2024-01-03 17:00:00,1,0,17,2,0,1,17.887021475256766
197,2024-01-03,17:20:00,Delhi,Hospital,Tech Park,Prime Sedan,7.77,208.76,3.72,4.85,UPI,1.0,Cancelled,1,0,Driver asked to cancel,Customer changed plans,2024-01-03 17:20:00,1,0,17,2,0,1,26.867438867438867
198,2024-01-03,17:40:00,Delhi,Market,Market,Auto,10.27,220.51,4.65,4.66,UPI,8.24,Completed,0,0,,,2024-01-03 17:40:00,0,1,17,2,0,1,21.471275559883154
199,2024-01-03,18:00:00,Hyderabad,Tech Park,Hospital,Bike,8.25,215.8,3.5,3.66,Card,5.57,Completed,0,0,,,2024-01-03 18:00:00,0,1,18,2,0,1,26.15757575757576
200,2024-01-03,18:20:00,Hyderabad,Railway Station,Railway Station,Mini,8.79,215.44,3.78,4.15,Cash,4.82,Cancelled,0,0,Driver not moving,Customer changed plans,2024-01-03 18:20:00,1,0,18,2,0,1,24.509670079635953
201,2024-01-03,18:40:00,Pune,Tech Park,Airport,Prime Sedan,4.24,151.92,4.07,4.89,UPI,18.93,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-03 18:40:00,1,0,18,2,0,1,35.830188679245275
202,2024-01-03,19:00:00,Pune,Airport,Airport,SUV,8.59,181.11,4.49,3.62,UPI,7.77,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-01-03 19:00:00,1,0,19,2,0,1,21.083818393480794
203,2024-01-03,19:20:00,Delhi,Railway Station,Market,Auto,5.51,200.64,4.29,4.25,Cash,14.75,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-03 19:20:00,1,0,19,2,0,1,36.41379310344828
204,2024-01-03,19:40:00,Hyderabad,Mall,Airport,Auto,6.11,196.65,4.48,4.26,UPI,2.97,Cancelled,0,1,High fare,High fare,2024-01-03 19:40:00,1,0,19,2,0,1,32.18494271685761
205,2024-01-03,20:00:00,Delhi,Market,Railway Station,Bike,12.98,229.47,4.15,4.61,Cash,4.01,Cancelled,1,0,Driver not moving,High fare,2024-01-03 20:00:00,1,0,20,2,0,1,17.678736517719567
206,2024-01-03,20:20:00,Mumbai,Tech Park,Mall,Prime Sedan,2.39,117.59,4.28,2.98,Card,11.69,Cancelled,0,0,Customer changed plans,High fare,2024-01-03 20:20:00,1,0,20,2,0,1,49.20083682008368
207,2024-01-03,20:40:00,Pune,Hospital,University,Mini,0.8,106.91,4.35,4.52,UPI,2.6,Completed,0,0,,,2024-01-03 20:40:00,0,1,20,2,0,1,133.6375
208,2024-01-03,21:00:00,Hyderabad,University,Tech Park,Mini,12.36,277.55,4.67,3.7,Wallet,2.73,Cancelled,1,1,Customer changed plans,Long wait time,2024-01-03 21:00:00,1,0,21,2,0,1,22.45550161812298
209,2024-01-03,21:20:00,Pune,Tech Park,Hospital,Bike,8.6,251.69,4.94,4.64,Cash,2.3,Cancelled,0,1,Driver not moving,High fare,2024-01-03 21:20:00,1,0,21,2,0,1,29.266279069767442
210,2024-01-03,21:40:00,Delhi,Hospital,Hospital,Prime Sedan,17.33,415.11,3.96,3.68,Wallet,3.58,Cancelled,0,1,Customer changed plans,Long wait time,2024-01-03 21:40:00,1,0,21,2,0,1,23.9532602423543
211,2024-01-03,22:00:00,Pune,University,Residential,SUV,4.0,112.06,4.28,4.3,Card,6.69,Cancelled,1,0,Driver not moving,Customer changed plans,2024-01-03 22:00:00,1,0,22,2,0,0,28.015
212,2024-01-03,22:20:00,Hyderabad,Railway Station,University,Mini,6.94,167.99,4.2,3.37,Card,8.18,Cancelled,0,0,Customer changed plans,High fare,2024-01-03 22:20:00,1,0,22,2,0,0,24.20605187319885
213,2024-01-03,22:40:00,Mumbai,Airport,Mall,Prime Sedan,7.98,165.62,4.45,3.78,Cash,6.25,Completed,0,0,,,2024-01-03 22:40:00,0,1,22,2,0,0,20.75438596491228
214,2024-01-03,23:00:00,Pune,Mall,Tech Park,Auto,4.67,156.71,4.83,4.46,Cash,4.3,Completed,0,0,,,2024-01-03 23:00:00,0,1,23,2,0,0,33.55674518201285
215,2024-01-03,23:20:00,Chennai,Mall,Residential,Mini,3.59,126.13,4.37,3.94,Card,5.74,Completed,0,0,,,2024-01-03 23:20:00,0,1,23,2,0,0,35.13370473537604
216,2024-01-03,23:40:00,Delhi,Hospital,Tech Park,Auto,12.78,235.42,4.14,4.52,UPI,14.85,Cancelled,0,1,Driver not moving,Driver not moving,2024-01-03 23:40:00,1,0,23,2,0,0,18.420970266040687
217,2024-01-04,00:00:00,Pune,University,Market,Mini,2.17,81.84,4.7,4.39,Card,5.61,Completed,0,0,,,2024-01-04 00:00:00,0,1,0,3,0,0,37.714285714285715
218,2024-01-04,00:20:00,Mumbai,Airport,Mall,Mini,3.1,90.1,4.26,4.18,UPI,4.04,Completed,0,0,,,2024-01-04 00:20:00,0,1,0,3,0,0,29.064516129032256
219,2024-01-04,00:40:00,Pune,Railway Station,Mall,Mini,6.77,186.76,4.29,3.27,Wallet,1.0,Completed,0,0,,,2024-01-04 00:40:00,0,1,0,3,0,0,27.586410635155097
220,2024-01-04,01:00:00,Delhi,University,Mall,Mini,13.78,297.9,4.56,4.32,Cash,5.23,Completed,0,0,,,2024-01-04 01:00:00,0,1,1,3,0,0,21.618287373004353
221,2024-01-04,01:20:00,Pune,Mall,University,Auto,4.91,127.75,3.88,4.56,Wallet,11.33,Completed,0,0,,,2024-01-04 01:20:00,0,1,1,3,0,0,26.0183299389002
222,2024-01-04,01:40:00,Pune,Hospital,Railway Station,Mini,4.43,131.47,3.86,4.48,Wallet,1.09,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-01-04 01:40:00,1,0,1,3,0,0,29.67720090293454
223,2024-01-04,02:00:00,Bengaluru,Hospital,Airport,Prime Sedan,6.48,142.06,3.99,3.87,Wallet,1.77,Completed,0,0,,,2024-01-04 02:00:00,0,1,2,3,0,0,21.92283950617284
224,2024-01-04,02:20:00,Pune,Railway Station,Market,Auto,9.62,196.29,4.25,4.35,Card,3.68,Cancelled,0,0,Long wait time,Long wait time,2024-01-04 02:20:00,1,0,2,3,0,0,20.404365904365907
225,2024-01-04,02:40:00,Chennai,Mall,Railway Station,Mini,5.75,129.09,4.71,4.16,Wallet,3.25,Completed,0,0,,,2024-01-04 02:40:00,0,1,2,3,0,0,22.450434782608696
226,2024-01-04,03:00:00,Bengaluru,Hospital,Railway Station,Auto,14.95,350.72,4.11,4.31,Cash,6.01,Completed,0,0,,,2024-01-04 03:00:00,0,1,3,3,0,0,23.459531772575254
227,2024-01-04,03:20:00,Bengaluru,Airport,Railway Station,SUV,15.36,272.85,4.17,4.79,Card,17.65,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel,2024-01-04 03:20:00,1,0,3,3,0,0,17.763671875000004
228,2024-01-04,03:40:00,Pune,Residential,Mall,Mini,6.77,141.15,4.41,4.37,UPI,2.18,Completed,0,0,,,2024-01-04 03:40:00,0,1,3,3,0,0,20.8493353028065
229,2024-01-04,04:00:00,Mumbai,Railway Station,Tech Park,Mini,24.01,519.32,4.02,4.01,Cash,3.19,Cancelled,1,0,Long wait time,Long wait time,2024-01-04 04:00:00,1,0,4,3,0,0,21.629321116201584
230,2024-01-04,04:20:00,Chennai,Tech Park,Hospital,Auto,7.85,122.81,4.18,4.49,UPI,4.89,Completed,0,0,,,2024-01-04 04:20:00,0,1,4,3,0,0,15.644585987261147
231,2024-01-04,04:40:00,Chennai,Mall,Tech Park,Bike,15.03,308.71,4.34,4.29,UPI,2.97,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-01-04 04:40:00,1,0,4,3,0,0,20.5395874916833
232,2024-01-04,05:00:00,Bengaluru,Railway Station,Hospital,Mini,9.44,215.81,4.55,4.69,Card,5.99,Completed,0,0,,,2024-01-04 05:00:00,0,1,5,3,0,0,22.861228813559322
233,2024-01-04,05:20:00,Hyderabad,Residential,Tech Park,SUV,9.32,218.42,4.68,3.75,UPI,7.99,Completed,0,0,,,2024-01-04 05:20:00,0,1,5,3,0,0,23.435622317596565
234,2024-01-04,05:40:00,Pune,University,Airport,Auto,1.71,67.9,4.29,3.72,Card,3.26,Completed,0,0,,,2024-01-04 05:40:00,0,1,5,3,0,0,39.70760233918129
235,2024-01-04,06:00:00,Chennai,Hospital,Airport,Mini,2.87,100.34,4.25,4.14,Wallet,10.17,Completed,0,0,,,2024-01-04 06:00:00,0,1,6,3,0,0,34.961672473867594
236,2024-01-04,06:20:00,Delhi,Hospital,Hospital,SUV,5.98,107.71,4.27,3.47,Wallet,4.13,Cancelled,1,1,Driver not moving,High fare,2024-01-04 06:20:00,1,0,6,3,0,0,18.011705685618725
237,2024-01-04,06:40:00,Bengaluru,Railway Station,University,Auto,15.29,284.33,4.42,4.05,Card,2.95,Cancelled,1,0,Driver not moving,High fare,2024-01-04 06:40:00,1,0,6,3,0,0,18.59581425768476
238,2024-01-04,07:00:00,Mumbai,Mall,Residential,Mini,9.53,199.48,4.86,4.33,Cash,1.39,Completed,0,0,,,2024-01-04 07:00:00,0,1,7,3,0,0,20.931794333683108
239,2024-01-04,07:20:00,Hyderabad,Market,Tech Park,Auto,6.02,175.12,5.0,4.74,Wallet,8.58,Completed,0,0,,,2024-01-04 07:20:00,0,1,7,3,0,0,29.089700996677745
240,2024-01-04,07:40:00,Chennai,Mall,Airport,Prime Sedan,11.39,234.97,5.0,4.08,Wallet,6.83,Completed,0,0,,,2024-01-04 07:40:00,0,1,7,3,0,0,20.629499561018434
241,2024-01-04,08:00:00,Mumbai,Mall,Residential,Mini,14.92,410.49,4.72,4.63,Wallet,2.07,Cancelled,1,0,High fare,Customer changed plans,2024-01-04 08:00:00,1,0,8,3,0,1,27.512734584450403
242,2024-01-04,08:20:00,Bengaluru,Mall,Hospital,Prime Sedan,7.5,214.48,3.99,4.34,Card,2.65,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-01-04 08:20:00,1,0,8,3,0,1,28.59733333333333
243,2024-01-04,08:40:00,Hyderabad,Railway Station,Tech Park,Prime Sedan,8.75,291.11,4.43,4.18,Cash,6.41,Cancelled,1,0,Driver not moving,Driver not moving,2024-01-04 08:40:00,1,0,8,3,0,1,33.26971428571429
244,2024-01-04,09:00:00,Mumbai,Mall,Tech Park,Mini,7.98,206.07,4.22,3.8,UPI,8.19,Cancelled,0,1,High fare,Driver asked to cancel,2024-01-04 09:00:00,1,0,9,3,0,1,25.82330827067669
245,2024-01-04,09:20:00,Chennai,Residential,University,SUV,7.16,184.12,4.3,3.98,Cash,7.01,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-01-04 09:20:00,1,0,9,3,0,1,25.71508379888268
246,2024-01-04,09:40:00,Hyderabad,Airport,Residential,Auto,3.97,163.34,4.96,4.0,Wallet,8.55,Cancelled,0,1,Driver not moving,Long wait time,2024-01-04 09:40:00,1,0,9,3,0,1,41.14357682619647
247,2024-01-04,10:00:00,Bengaluru,Residential,Mall,Bike,3.71,150.99,4.82,4.1,Card,21.37,Cancelled,0,1,Driver asked to cancel,Customer changed plans,2024-01-04 10:00:00,1,0,10,3,0,1,40.69811320754717
248,2024-01-04,10:20:00,Mumbai,University,University,Auto,11.34,317.31,4.65,4.0,UPI,10.3,Completed,0,0,,,2024-01-04 10:20:00,0,1,10,3,0,1,27.98148148148148
249,2024-01-04,10:40:00,Bengaluru,Railway Station,Railway Station,Bike,15.11,361.92,5.0,4.62,Card,8.74,Cancelled,0,1,High fare,Driver asked to cancel,2024-01-04 10:40:00,1,0,10,3,0,1,23.95234943745864
250,2024-01-04,11:00:00,Bengaluru,Hospital,University,Mini,6.01,148.07,4.64,4.18,Cash,3.53,Completed,0,0,,,2024-01-04 11:00:00,0,1,11,3,0,0,24.63727121464226
251,2024-01-04,11:20:00,Hyderabad,University,Railway Station,Mini,5.9,120.07,4.87,4.98,UPI,1.87,Completed,0,0,,,2024-01-04 11:20:00,0,1,11,3,0,0,20.350847457627115
252,2024-01-04,11:40:00,Mumbai,Residential,Railway Station,Auto,1.26,61.34,4.54,3.84,Card,13.39,Completed,0,0,,,2024-01-04 11:40:00,0,1,11,3,0,0,48.682539682539684
253,2024-01-04,12:00:00,Pune,Airport,Hospital,Mini,1.02,63.51,4.42,4.6,Wallet,3.68,Completed,0,0,,,2024-01-04 12:00:00,0,1,12,3,0,0,62.264705882352935
254,2024-01-04,12:20:00,Chennai,Residential,Residential,Bike,17.68,278.59,5.0,3.73,Cash,7.5,Completed,0,0,,,2024-01-04 12:20:00,0,1,12,3,0,0,15.75735294117647
