Booking ID,Date,Time,City,Pickup Location,Drop Location,Vehicle Type,Ride Distance,Booking Value,Driver Ratings,Customer Rating,Payment Method,Wait Time,Booking Status,Cancelled Rides by Customer,Cancelled Rides by Driver,Reason for cancelling by Customer,Reason for cancelling by Driver
183,2024-01-03,12:40:00,Hyderabad,Hospital,University,Bike,9.76,229.09,3.99,3.75,Wallet,1.83,Cancelled,0,1,Driver asked to cancel,Customer changed plans
184,2024-01-03,13:00:00,Bengaluru,Hospital,Tech Park,Mini,3.05,94.75,3.97,3.96,Cash,4.18,Completed,0,0,,
185,2024-01-03,13:20:00,Hyderabad,Hospital,Mall,Mini,18.84,368.44,3.85,4.08,Wallet,13.37,Cancelled,1,1,Customer changed plans,Driver not moving
186,2024-01-03,13:40:00,Bengaluru,Airport,Residential,Auto,3.81,113.59,4.34,4.4,UPI,4.98,Completed,0,0,,
187,2024-01-03,14:00:00,Bengaluru,Railway Station,Mall,Bike,13.1,291.43,4.27,5.0,Wallet,4.71,Completed,0,0,,
188,2024-01-03,14:20:00,Bengaluru,Railway Station,Tech Park,Prime Sedan,17.34,291.94,4.48,4.28,Card,14.37,Cancelled,1,0,Long wait time,Long wait time
189,2024-01-03,14:40:00,Mumbai,Mall,Market,SUV,13.08,330.7,4.26,4.06,Card,6.49,Cancelled,1,1,Customer changed plans,Customer changed plans
190,2024-01-03,15:00:00,Mumbai,Residential,Market,Bike,28.78,478.2,4.67,4.36,UPI,12.42,Cancelled,1,0,High fare,Driver asked to cancel
191,2024-01-03,15:20:00,Bengaluru,Tech Park,University,Auto,1.0,63.18,4.26,3.64,Wallet,5.04,Completed,0,0,,
192,2024-01-03,15:40:00,Delhi,Railway Station,Market,Auto,5.23,155.87,4.21,3.3,Cash,2.5,Completed,0,0,,
193,2024-01-03,16:00:00,Bengaluru,University,Tech Park,Auto,17.15,292.93,4.42,3.72,Card,1.0,Cancelled,0,1,Long wait time,Customer changed plans
194,2024-01-03,16:20:00,Hyderabad,Airport,Mall,Mini,2.5,90.6,3.66,4.06,Cash,4.95,Cancelled,1,0,Driver asked to cancel,High fare
195,2024-01-03,16:40:00,Delhi,Airport,Residential,SUV,3.91,103.94,3.95,4.44,Card,5.96,Completed,0,0,,
196,2024-01-03,17:00:00,Delhi,Railway Station,Mall,Auto,10.71,191.57,4.94,4.75,UPI,11.62,Cancelled,0,1,High fare,High fare
197,2024-01-03,17:20:00,Delhi,Hospital,Tech Park,Prime Sedan,7.77,208.76,3.72,4.85,UPI,1.0,Cancelled,1,0,Driver asked to cancel,Customer changed plans
198,2024-01-03,17:40:00,Delhi,Market,Market,Auto,10.27,220.51,4.65,4.66,UPI,8.24,Completed,0,0,,
199,2024-01-03,18:00:00,Hyderabad,Tech Park,Hospital,Bike,8.25,215.8,3.5,3.66,Card,5.57,Completed,0,0,,
200,2024-01-03,18:20:00,Hyderabad,Railway Station,Railway Station,Mini,8.79,215.44,3.78,4.15,Cash,4.82,Cancelled,0,0,Driver not moving,Customer changed plans
201,2024-01-03,18:40:00,Pune,Tech Park,Airport,Prime Sedan,4.24,151.92,4.07,4.89,UPI,18.93,Cancelled,1,1,Driver asked to cancel,High fare
202,2024-01-03,19:00:00,Pune,Airport,Airport,SUV,8.59,181.11,4.49,3.62,UPI,7.77,Cancelled,1,1,Driver asked to cancel,Driver not moving
203,2024-01-03,19:20:00,Delhi,Railway Station,Market,Auto,5.51,200.64,4.29,4.25,Cash,14.75,Cancelled,1,1,Driver asked to cancel,High fare
204,2024-01-03,19:40:00,Hyderabad,Mall,Airport,Auto,6.11,196.65,4.48,4.26,UPI,2.97,Cancelled,0,1,High fare,High fare
205,2024-01-03,20:00:00,Delhi,Market,Railway Station,Bike,12.98,229.47,4.15,4.61,Cash,4.01,Cancelled,1,0,Driver not moving,High fare
206,2024-01-03,20:20:00,Mumbai,Tech Park,Mall,Prime Sedan,2.39,117.59,4.28,2.98,Card,11.69,Cancelled,0,0,Customer changed plans,High fare
207,2024-01-03,20:40:00,Pune,Hospital,University,Mini,0.8,106.91,4.35,4.52,UPI,2.6,Completed,0,0,,
208,2024-01-03,21:00:00,Hyderabad,University,Tech Park,Mini,12.36,277.55,4.67,3.7,Wallet,2.73,Cancelled,1,1,Customer changed plans,Long wait time
209,2024-01-03,21:20:00,Pune,Tech Park,Hospital,Bike,8.6,251.69,4.94,4.64,Cash,2.3,Cancelled,0,1,Driver not moving,High fare
210,2024-01-03,21:40:00,Delhi,Hospital,Hospital,Prime Sedan,17.33,415.11,3.96,3.68,Wallet,3.58,Cancelled,0,1,Customer changed plans,Long wait time
211,2024-01-03,22:00:00,Pune,University,Residential,SUV,4.0,112.06,4.28,4.3,Card,6.69,Cancelled,1,0,Driver not moving,Customer changed plans
212,2024-01-03,22:20:00,Hyderabad,Railway Station,University,Mini,6.94,167.99,4.2,3.37,Card,8.18,Cancelled,0,0,Customer changed plans,High fare
213,2024-01-03,22:40:00,Mumbai,Airport,Mall,Prime Sedan,7.98,165.62,4.45,3.78,Cash,6.25,Completed,0,0,,
214,2024-01-03,23:00:00,Pune,Mall,Tech Park,Auto,4.67,156.71,4.83,4.46,Cash,4.3,Completed,0,0,,
215,2024-01-03,23:20:00,Chennai,Mall,Residential,Mini,3.59,126.13,4.37,3.94,Card,5.74,Completed,0,0,,
216,2024-01-03,23:40:00,Delhi,Hospital,Tech Park,Auto,12.78,235.42,4.14,4.52,UPI,14.85,Cancelled,0,1,Driver not moving,Driver not moving
217,2024-01-04,00:00:00,Pune,University,Market,Mini,2.17,81.84,4.7,4.39,Card,5.61,Completed,0,0,,
218,2024-01-04,00:20:00,Mumbai,Airport,Mall,Mini,3.1,90.1,4.26,4.18,UPI,4.04,Completed,0,0,,
219,2024-01-04,00:40:00,Pune,Railway Station,Mall,Mini,6.77,186.76,4.29,3.27,Wallet,1.0,Completed,0,0,,
220,2024-01-04,01:00:00,Delhi,University,Mall,Mini,13.78,297.9,4.56,4.32,Cash,5.23,Completed,0,0,,
221,2024-01-04,01:20:00,Pune,Mall,University,Auto,4.91,127.75,3.88,4.56,Wallet,11.33,Completed,0,0,,
222,2024-01-04,01:40:00,Pune,Hospital,Railway Station,Mini,4.43,131.47,3.86,4.48,Wallet,1.09,Cancelled,1,0,Long wait time,Driver asked to cancel
223,2024-01-04,02:00:00,Bengaluru,Hospital,Airport,Prime Sedan,6.48,142.06,3.99,3.87,Wallet,1.77,Completed,0,0,,
224,2024-01-04,02:20:00,Pune,Railway Station,Market,Auto,9.62,196.29,4.25,4.35,Card,3.68,Cancelled,0,0,Long wait time,Long wait time
225,2024-01-04,02:40:00,Chennai,Mall,Railway Station,Mini,5.75,129.09,4.71,4.16,Wallet,3.25,Completed,0,0,,
226,2024-01-04,03:00:00,Bengaluru,Hospital,Railway Station,Auto,14.95,350.72,4.11,4.31,Cash,6.01,Completed,0,0,,
227,2024-01-04,03:20:00,Bengaluru,Airport,Railway Station,SUV,15.36,272.85,4.17,4.79,Card,17.65,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel
228,2024-01-04,03:40:00,Pune,Residential,Mall,Mini,6.77,141.15,4.41,4.37,UPI,2.18,Completed,0,0,,
229,2024-01-04,04:00:00,Mumbai,Railway Station,Tech Park,Mini,24.01,519.32,4.02,4.01,Cash,3.19,Cancelled,1,0,Long wait time,Long wait time
230,2024-01-04,04:20:00,Chennai,Tech Park,Hospital,Auto,7.85,122.81,4.18,4.49,UPI,4.89,Completed,0,0,,
231,2024-01-04,04:40:00,Chennai,Mall,Tech Park,Bike,15.03,308.71,4.34,4.29,UPI,2.97,Cancelled,1,0,Long wait time,Driver asked to cancel
232,2024-01-04,05:00:00,Bengaluru,Railway Station,Hospital,Mini,9.44,215.81,4.55,4.69,Card,5.99,Completed,0,0,,
233,2024-01-04,05:20:00,Hyderabad,Residential,Tech Park,SUV,9.32,218.42,4.68,3.75,UPI,7.99,Completed,0,0,,
234,2024-01-04,05:40:00,Pune,University,Airport,Auto,1.71,67.9,4.29,3.72,Card,3.26,Completed,0,0,,
235,2024-01-04,06:00:00,Chennai,Hospital,Airport,Mini,2.87,100.34,4.25,4.14,Wallet,10.17,Completed,0,0,,
236,2024-01-04,06:20:00,Delhi,Hospital,Hospital,SUV,5.98,107.71,4.27,3.47,Wallet,4.13,Cancelled,1,1,Driver not moving,High fare
237,2024-01-04,06:40:00,Bengaluru,Railway Station,University,Auto,15.29,284.33,4.42,4.05,Card,2.95,Cancelled,1,0,Driver not moving,High fare
238,2024-01-04,07:00:00,Mumbai,Mall,Residential,Mini,9.53,199.48,4.86,4.33,Cash,1.39,Completed,0,0,,
239,2024-01-04,07:20:00,Hyderabad,Market,Tech Park,Auto,6.02,175.12,5.0,4.74,Wallet,8.58,Completed,0,0,,
240,2024-01-04,07:40:00,Chennai,Mall,Airport,Prime Sedan,11.39,234.97,5.0,4.08,Wallet,6.83,Completed,0,0,,
241,2024-01-04,08:00:00,Mumbai,Mall,Residential,Mini,14.92,410.49,4.72,4.63,Wallet,2.07,Cancelled,1,0,High fare,Customer changed plans
242,2024-01-04,08:20:00,Bengaluru,Mall,Hospital,Prime Sedan,7.5,214.48,3.99,4.34,Card,2.65,Cancelled,1,0,Long wait time,Driver asked to cancel
243,2024-01-04,08:40:00,Hyderabad,Railway Station,Tech Park,Prime Sedan,8.75,291.11,4.43,4.18,Cash,6.41,Cancelled,1,0,Driver not moving,Driver not moving
244,2024-01-04,09:00:00,Mumbai,Mall,Tech Park,Mini,7.98,206.07,4.22,3.8,UPI,8.19,Cancelled,0,1,High fare,Driver asked to cancel
245,2024-01-04,09:20:00,Chennai,Residential,University,SUV,7.16,184.12,4.3,3.98,Cash,7.01,Cancelled,0,1,Driver not moving,Driver asked to cancel
246,2024-01-04,09:40:00,Hyderabad,Airport,Residential,Auto,3.97,163.34,4.96,4.0,Wallet,8.55,Cancelled,0,1,Driver not moving,Long wait time
247,2024-01-04,10:00:00,Bengaluru,Residential,Mall,Bike,3.71,150.99,4.82,4.1,Card,21.37,Cancelled,0,1,Driver asked to cancel,Customer changed plans
248,2024-01-04,10:20:00,Mumbai,University,University,Auto,11.34,317.31,4.65,4.0,UPI,10.3,Completed,0,0,,
249,2024-01-04,10:40:00,Bengaluru,Railway Station,Railway Station,Bike,15.11,361.92,5.0,4.62,Card,8.74,Cancelled,0,1,High fare,Driver asked to cancel
250,2024-01-04,11:00:00,Bengaluru,Hospital,University,Mini,6.01,148.07,4.64,4.18,Cash,3.53,Completed,0,0,,
251,2024-01-04,11:20:00,Hyderabad,University,Railway Station,Mini,5.9,120.07,4.87,4.98,UPI,1.87,Completed,0,0,,
252,2024-01-04,11:40:00,Mumbai,Residential,Railway Station,Auto,1.26,61.34,4.54,3.84,Card,13.39,Completed,0,0,,
253,2024-01-04,12:00:00,Pune,Airport,Hospital,Mini,1.02,63.51,4.42,4.6,Wallet,3.68,Completed,0,0,,
254,2024-01-04,12:20:00,Chennai,Residential,Residential,Bike,17.68,278.59,5.0,3.73,Cash,7.5,Completed,0,0,,
255,2024-01-04,12:40:00,Mumbai,Market,Airport,Auto,4.18,124.41,4.08,4.13,UPI,1.32,Completed,0,0,,
256,2024-01-04,13:00:00,Pune,Market,University,Bike,30.04,539.47,3.79,4.13,UPI,1.0,Completed,0,0,,
257,2024-01-04,13:20:00,Delhi,Market,Hospital,Mini,4.81,144.9,4.01,4.15,UPI,10.23,Completed,0,0,,
258,2024-01-04,13:40:00,Hyderabad,Market,Mall,Auto,1.77,78.41,4.19,4.72,Card,2.89,Completed,0,0,,
259,2024-01-04,14:00:00,Pune,Hospital,Market,Mini,8.02,164.05,4.67,4.28,Card,7.46,Cancelled,1,1,Driver not moving,Driver asked to cancel
260,2024-01-04,14:20:00,Mumbai,Airport,Tech Park,Auto,12.68,292.85,4.79,4.99,Cash,2.92,Cancelled,1,0,Long wait time,Long wait time
261,2024-01-04,14:40:00,Chennai,Residential,Residential,Bike,11.75,266.97,4.08,4.81,Card,8.06,Cancelled,1,1,Driver asked to cancel,Long wait time
262,2024-01-04,15:00:00,Bengaluru,Market,University,Mini,13.53,281.21,4.14,4.2,Wallet,5.13,Cancelled,1,0,Driver asked to cancel,Driver not moving
263,2024-01-04,15:20:00,Chennai,University,Airport,SUV,3.32,110.32,4.2,4.68,UPI,4.44,Completed,0,0,,
264,2024-01-04,15:40:00,Pune,Mall,University,Auto,17.4,303.21,4.37,3.7,Wallet,6.95,Cancelled,0,0,Driver asked to cancel,Driver not moving
265,2024-01-04,16:00:00,Hyderabad,Mall,Hospital,Auto,18.07,322.47,4.35,4.21,UPI,7.78,Completed,0,0,,
266,2024-01-04,16:20:00,Chennai,Hospital,Residential,Mini,18.58,310.84,4.48,4.17,Card,3.14,Completed,0,0,,
267,2024-01-04,16:40:00,Delhi,Tech Park,Airport,Mini,8.97,141.83,4.02,4.43,UPI,7.5,Cancelled,0,1,Driver not moving,Driver asked to cancel
268,2024-01-04,17:00:00,Hyderabad,University,Mall,Auto,5.66,118.15,3.98,4.51,Wallet,7.94,Completed,0,0,,
269,2024-01-04,17:20:00,Chennai,University,Railway Station,Prime Sedan,5.27,128.84,4.05,3.86,Card,10.1,Completed,0,0,,
270,2024-01-04,17:40:00,Delhi,Residential,Railway Station,Prime Sedan,1.76,74.15,4.37,4.42,UPI,12.44,Completed,0,0,,
271,2024-01-04,18:00:00,Pune,Hospital,Market,Auto,4.89,177.25,3.92,4.8,UPI,5.29,Completed,0,0,,
272,2024-01-04,18:20:00,Mumbai,Airport,Tech Park,Bike,0.8,90.42,4.03,4.55,UPI,2.94,Completed,0,0,,
273,2024-01-04,18:40:00,Hyderabad,Railway Station,Residential,Bike,1.52,124.4,4.53,4.41,UPI,2.36,Completed,0,0,,
274,2024-01-04,19:00:00,Chennai,Airport,University,Bike,8.9,234.4,4.86,4.62,Wallet,3.34,Cancelled,1,1,Long wait time,Driver asked to cancel
275,2024-01-04,19:20:00,Hyderabad,Railway Station,Residential,Mini,6.17,182.98,4.49,3.24,Wallet,3.57,Cancelled,1,0,Driver not moving,High fare
276,2024-01-04,19:40:00,Chennai,Hospital,Tech Park,Bike,8.63,233.56,3.97,3.44,Wallet,4.05,Cancelled,1,0,Customer changed plans,High fare
277,2024-01-04,20:00:00,Pune,Airport,Airport,Auto,12.03,243.86,4.59,4.95,Card,5.17,Completed,0,0,,
278,2024-01-04,20:20:00,Bengaluru,Mall,Airport,Bike,9.77,300.28,4.15,4.51,Cash,6.12,Cancelled,0,0,Driver asked to cancel,Long wait time
279,2024-01-04,20:40:00,Bengaluru,Airport,Railway Station,Auto,9.21,213.99,4.84,4.36,Card,6.39,Cancelled,1,1,Customer changed plans,Driver asked to cancel
280,2024-01-04,21:00:00,Mumbai,Mall,Hospital,SUV,7.0,228.45,4.5,4.29,Cash,9.15,Cancelled,0,0,Long wait time,High fare
281,2024-01-04,21:20:00,Hyderabad,Residential,Tech Park,Auto,4.06,155.14,4.05,4.22,Wallet,13.33,Cancelled,0,1,Driver not moving,Long wait time
282,2024-01-04,21:40:00,Pune,Airport,Mall,Mini,2.52,116.07,4.39,4.42,Cash,6.43,Cancelled,1,1,Driver not moving,Driver asked to cancel
283,2024-01-04,22:00:00,Chennai,Residential,Mall,Bike,5.0,119.09,3.86,4.36,Wallet,3.58,Completed,0,0,,
284,2024-01-04,22:20:00,Hyderabad,Hospital,Tech Park,SUV,7.09,115.48,4.41,4.07,UPI,9.02,Completed,0,0,,
285,2024-01-04,22:40:00,Hyderabad,Hospital,Railway Station,Bike,7.75,149.6,4.26,4.34,Wallet,8.62,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel
286,2024-01-04,23:00:00,Delhi,Mall,Market,Auto,13.55,265.19,5.0,4.33,UPI,3.29,Completed,0,0,,
287,2024-01-04,23:20:00,Hyderabad,Tech Park,Airport,SUV,6.63,144.45,4.42,3.98,Wallet,8.73,Completed,0,0,,
288,2024-01-04,23:40:00,Hyderabad,Market,University,Auto,10.88,189.35,4.37,4.71,Wallet,2.34,Completed,0,0,,
289,2024-01-05,00:00:00,Delhi,Mall,University,Prime Sedan,2.02,75.91,3.51,3.98,Card,1.9,Completed,0,0,,
290,2024-01-05,00:20:00,Delhi,Mall,University,Mini,8.99,176.44,4.57,3.93,Cash,2.47,Completed,0,0,,
291,2024-01-05,00:40:00,Bengaluru,Tech Park,Hospital,Prime Sedan,8.55,166.38,4.76,4.05,UPI,9.15,Cancelled,0,0,Driver not moving,Customer changed plans
292,2024-01-05,01:00:00,Chennai,Tech Park,Market,Prime Sedan,17.41,349.27,4.76,3.63,Cash,4.39,Cancelled,1,0,Long wait time,Customer changed plans
293,2024-01-05,01:20:00,Bengaluru,University,Airport,Prime Sedan,6.17,116.83,4.31,4.18,Card,9.95,Completed,0,0,,
294,2024-01-05,01:40:00,Hyderabad,Railway Station,Airport,Auto,5.97,161.14,4.13,4.07,Cash,14.14,Completed,0,0,,
295,2024-01-05,02:00:00,Mumbai,Mall,Tech Park,Prime Sedan,12.09,245.57,4.78,4.5,Wallet,13.65,Completed,0,0,,
296,2024-01-05,02:20:00,Delhi,Mall,Tech Park,SUV,2.71,93.88,4.32,4.2,Card,3.2,Cancelled,0,0,High fare,High fare
297,2024-01-05,02:40:00,Delhi,Residential,Airport,SUV,8.83,187.98,4.34,3.55,Card,4.54,Cancelled,0,0,Long wait time,Customer changed plans
298,2024-01-05,03:00:00,Hyderabad,Residential,Mall,Auto,2.58,85.73,4.23,4.05,Card,5.29,Completed,0,0,,
299,2024-01-05,03:20:00,Bengaluru,Airport,Airport,Mini,22.5,310.13,3.56,3.65,UPI,15.53,Cancelled,1,1,High fare,Long wait time
300,2024-01-05,03:40:00,Mumbai,Tech Park,Mall,Bike,5.38,180.0,4.06,4.67,Cash,3.15,Completed,0,0,,
301,2024-01-05,04:00:00,Bengaluru,University,Hospital,Prime Sedan,2.43,91.17,4.38,4.69,UPI,11.1,Completed,0,0,,
302,2024-01-05,04:20:00,Chennai,Hospital,Airport,SUV,4.97,127.3,4.56,4.41,Card,7.46,Completed,0,0,,
303,2024-01-05,04:40:00,Bengaluru,Tech Park,University,Prime Sedan,8.87,209.35,4.34,4.54,Card,1.0,Completed,0,0,,
304,2024-01-05,05:00:00,Bengaluru,Mall,Mall,Mini,10.65,219.1,4.54,4.28,UPI,4.26,Completed,0,0,,
305,2024-01-05,05:20:00,Chennai,Tech Park,Railway Station,Prime Sedan,16.82,274.53,3.75,4.36,Cash,2.21,Cancelled,0,1,Customer changed plans,High fare
306,2024-01-05,05:40:00,Pune,University,Hospital,Bike,4.5,107.06,4.02,3.98,Wallet,4.14,Completed,0,0,,
307,2024-01-05,06:00:00,Delhi,Railway Station,Railway Station,Mini,12.46,314.62,5.0,4.09,UPI,1.0,Cancelled,0,1,Long wait time,Driver not moving
308,2024-01-05,06:20:00,Pune,University,Airport,Mini,1.52,69.86,4.6,4.56,Card,16.19,Cancelled,1,1,Long wait time,Long wait time
309,2024-01-05,06:40:00,Mumbai,Railway Station,Market,Mini,3.12,106.06,4.82,3.87,Card,3.83,Completed,0,0,,
310,2024-01-05,07:00:00,Bengaluru,Airport,Mall,Prime Sedan,2.08,85.24,4.25,4.31,Wallet,4.18,Cancelled,0,1,Driver not moving,Driver not moving
311,2024-01-05,07:20:00,Chennai,Airport,Hospital,SUV,3.87,107.86,4.71,3.99,Cash,15.14,Completed,0,0,,
312,2024-01-05,07:40:00,Pune,Residential,Mall,Mini,12.09,246.24,4.7,3.97,Cash,1.59,Completed,0,0,,
313,2024-01-05,08:00:00,Bengaluru,Residential,Hospital,Mini,4.59,147.55,5.0,4.71,Cash,7.68,Completed,0,0,,
314,2024-01-05,08:20:00,Delhi,Market,Railway Station,Auto,5.31,181.09,4.51,4.47,Wallet,2.87,Completed,0,0,,
315,2024-01-05,08:40:00,Pune,Hospital,Hospital,Bike,9.03,260.51,3.98,4.36,Wallet,1.0,Completed,0,0,,
316,2024-01-05,09:00:00,Bengaluru,Market,Hospital,Prime Sedan,10.35,287.95,4.08,3.83,UPI,8.39,Cancelled,1,1,Customer changed plans,Driver asked to cancel
317,2024-01-05,09:20:00,Delhi,Tech Park,Hospital,Bike,5.44,148.99,4.46,4.25,Card,12.69,Cancelled,0,0,High fare,Driver asked to cancel
318,2024-01-05,09:40:00,Hyderabad,Hospital,Market,Prime Sedan,3.1,124.37,3.44,4.12,Cash,5.05,Cancelled,1,1,Long wait time,Long wait time
319,2024-01-05,10:00:00,Chennai,Airport,Railway Station,Auto,20.18,360.6,4.49,3.73,Wallet,9.32,Cancelled,1,1,Long wait time,High fare
320,2024-01-05,10:20:00,Mumbai,University,Hospital,Bike,5.46,193.82,4.55,4.47,Cash,3.14,Completed,0,0,,
321,2024-01-05,10:40:00,Pune,Mall,Tech Park,Mini,5.9,168.98,4.87,4.44,Wallet,7.87,Completed,0,0,,
322,2024-01-05,11:00:00,Bengaluru,Airport,Hospital,Bike,6.48,162.42,3.71,3.41,Wallet,5.43,Cancelled,0,0,High fare,Driver asked to cancel
323,2024-01-05,11:20:00,Pune,Residential,University,Prime Sedan,11.1,233.77,3.96,4.17,UPI,3.45,Cancelled,0,0,Driver asked to cancel,High fare
324,2024-01-05,11:40:00,Chennai,Tech Park,Market,Mini,1.92,73.55,4.39,4.95,Cash,2.12,Completed,0,0,,
325,2024-01-05,12:00:00,Bengaluru,University,Market,Bike,25.24,617.73,4.33,4.34,Cash,12.53,Completed,0,0,,
326,2024-01-05,12:20:00,Mumbai,Residential,University,Prime Sedan,5.77,164.25,4.36,4.95,Cash,5.59,Cancelled,0,0,Customer changed plans,High fare
327,2024-01-05,12:40:00,Mumbai,Tech Park,Airport,Prime Sedan,11.36,249.88,4.69,4.4,Cash,3.94,Cancelled,0,0,Driver not moving,Driver asked to cancel
328,2024-01-05,13:00:00,Hyderabad,Railway Station,Mall,Mini,2.45,79.54,4.47,4.48,Wallet,4.37,Completed,0,0,,
329,2024-01-05,13:20:00,Delhi,Railway Station,University,Mini,8.4,179.49,4.89,4.16,Wallet,8.05,Completed,0,0,,
330,2024-01-05,13:40:00,Hyderabad,Tech Park,Railway Station,Prime Sedan,22.8,447.42,4.77,3.89,Cash,9.11,Cancelled,1,1,Long wait time,Driver not moving
331,2024-01-05,14:00:00,Hyderabad,Tech Park,University,Mini,20.79,374.3,4.11,3.86,Card,5.46,Cancelled,1,0,Driver not moving,Long wait time
332,2024-01-05,14:20:00,Pune,Railway Station,Hospital,Prime Sedan,11.16,203.08,4.46,4.7,Wallet,7.56,Completed,0,0,,
333,2024-01-05,14:40:00,Delhi,Market,Mall,Bike,3.65,105.5,4.55,4.15,Card,4.13,Completed,0,0,,
334,2024-01-05,15:00:00,Pune,Market,Mall,SUV,16.25,297.63,5.0,4.04,Wallet,4.57,Cancelled,1,0,Customer changed plans,High fare
335,2024-01-05,15:20:00,Mumbai,Mall,Tech Park,Mini,1.51,62.98,4.43,5.0,Card,8.48,Completed,0,0,,
336,2024-01-05,15:40:00,Chennai,University,Hospital,Mini,3.54,87.2,4.56,5.0,UPI,4.02,Completed,0,0,,
337,2024-01-05,16:00:00,Delhi,Market,Mall,Mini,7.03,167.62,4.19,4.33,UPI,1.97,Completed,0,0,,
338,2024-01-05,16:20:00,Bengaluru,Railway Station,Market,Prime Sedan,1.66,73.35,4.54,3.55,Card,8.16,Completed,0,0,,
339,2024-01-05,16:40:00,Hyderabad,University,Tech Park,Bike,4.96,138.68,3.98,4.21,Card,7.14,Cancelled,0,0,Driver asked to cancel,Driver not moving
340,2024-01-05,17:00:00,Delhi,Tech Park,Market,Auto,12.63,306.93,4.12,3.83,Wallet,10.21,Completed,0,0,,
341,2024-01-05,17:20:00,Hyderabad,Mall,Airport,Auto,4.21,95.8,4.8,3.75,UPI,8.08,Completed,0,0,,
342,2024-01-05,17:40:00,Mumbai,Hospital,Hospital,Prime Sedan,13.03,235.46,4.65,4.81,Card,7.0,Cancelled,1,1,Customer changed plans,High fare
343,2024-01-05,18:00:00,Delhi,Mall,Railway Station,Bike,29.52,435.52,4.83,3.74,UPI,1.7,Cancelled,1,0,Long wait time,Driver not moving
344,2024-01-05,18:20:00,Hyderabad,University,Hospital,Prime Sedan,9.79,302.27,5.0,3.97,Card,5.34,Cancelled,0,0,Long wait time,High fare
345,2024-01-05,18:40:00,Bengaluru,Residential,University,Auto,12.88,301.89,4.68,4.17,UPI,3.6,Cancelled,1,1,Long wait time,Driver not moving
346,2024-01-05,19:00:00,Bengaluru,Mall,University,Mini,16.61,280.87,4.44,3.78,Wallet,8.03,Cancelled,1,0,Long wait time,Driver asked to cancel
347,2024-01-05,19:20:00,Delhi,Residential,Railway Station,Mini,5.33,164.08,4.16,4.01,UPI,16.17,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel
348,2024-01-05,19:40:00,Bengaluru,Residential,University,Bike,12.68,250.12,4.16,3.79,Wallet,8.98,Completed,0,0,,
349,2024-01-05,20:00:00,Pune,Hospital,Hospital,Auto,5.23,176.42,4.36,3.72,UPI,1.59,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel
350,2024-01-05,20:20:00,Mumbai,Market,Market,Prime Sedan,9.32,210.65,4.33,4.2,Card,6.71,Cancelled,1,1,Customer changed plans,Long wait time
351,2024-01-05,20:40:00,Chennai,Airport,Airport,Bike,13.97,302.95,4.66,4.23,UPI,3.62,Completed,0,0,,
352,2024-01-05,21:00:00,Delhi,Railway Station,Tech Park,SUV,3.8,129.39,4.04,3.68,Card,8.64,Cancelled,0,1,Customer changed plans,High fare
353,2024-01-05,21:20:00,Hyderabad,Railway Station,Airport,Bike,0.8,83.87,4.16,3.71,Wallet,9.66,Completed,0,0,,
354,2024-01-05,21:40:00,Pune,University,Residential,Mini,3.5,137.48,4.48,3.71,Cash,5.22,Completed,0,0,,
355,2024-01-05,22:00:00,Hyderabad,University,Market,Bike,15.35,311.99,3.84,3.71,UPI,4.05,Cancelled,1,0,Driver asked to cancel,Driver not moving
356,2024-01-05,22:20:00,Mumbai,University,Hospital,Auto,3.13,115.76,4.87,4.19,Wallet,6.99,Completed,0,0,,
357,2024-01-05,22:40:00,Pune,Airport,Hospital,Bike,14.79,157.86,4.65,4.36,Card,3.27,Cancelled,0,1,Driver asked to cancel,Customer changed plans
358,2024-01-05,23:00:00,Chennai,Airport,Residential,Bike,3.51,111.13,4.42,4.05,Card,9.86,Completed,0,0,,
359,2024-01-05,23:20:00,Mumbai,Market,Tech Park,SUV,6.32,140.48,3.99,4.78,UPI,8.12,Completed,0,0,,
360,2024-01-05,23:40:00,Pune,Mall,Railway Station,Auto,7.39,163.43,4.3,4.81,Cash,3.92,Completed,0,0,,
361,2024-01-06,00:00:00,Bengaluru,Tech Park,Residential,SUV,3.12,90.18,4.6,3.48,Wallet,2.23,Completed,0,0,,
362,2024-01-06,00:20:00,Hyderabad,Mall,Airport,Prime Sedan,6.37,140.67,4.13,4.29,Cash,6.47,Cancelled,0,0,Long wait time,Long wait time
363,2024-01-06,00:40:00,Pune,Hospital,Hospital,Prime Sedan,1.77,66.27,3.78,3.49,Card,11.14,Completed,0,0,,
364,2024-01-06,01:00:00,Mumbai,Market,Airport,Bike,5.71,157.89,4.51,4.29,Cash,9.39,Cancelled,0,1,High fare,High fare
365,2024-01-06,01:20:00,Pune,Mall,Airport,Auto,6.95,154.78,4.46,4.67,Cash,1.93,Completed,0,0,,
366,2024-01-06,01:40:00,Delhi,Residential,University,Bike,0.8,62.96,4.18,4.39,Card,7.54,Completed,0,0,,
367,2024-01-06,02:00:00,Delhi,Airport,University,Prime Sedan,3.47,113.68,5.0,3.88,UPI,8.12,Completed,0,0,,
